"song_title","register","year","points","peak_rank"
"Wishing I Was Lucky",7,1988,224,58
"Hot Thing",8,1988,216,63
"Stand Up",7,1988,193,64
"Thinking Of You",5,1988,193,67
"Rooty Toot Toot",5,1988,185,61
"It's The End Of The World As We Know It (And I Feel Fine)",5,1988,184,69
"Blue Monday 1988",4,1988,177,68
"Powerful Stuff (From ""Cocktail"")",6,1988,174,65
"Killing Me Softly",8,1988,172,80
"Always There For You",8,1988,172,71
"Dreamin' Of Love",7,1988,153,80
"I Want To Be Your Property",7,1988,146,66
"Underneath The Radar",6,1988,146,74
"Like A Child",5,1988,140,67
"Rhythm Of Love",9,1988,94,75
"Don't Be Afraid Of The Dark",8,1988,94,74
"Presence Of Love",6,1988,93,77
"Love Struck",7,1988,92,78
"I Did It For Love",8,1988,88,75
"Joy",7,1988,87,77
"Never Die Young",6,1988,82,80
"You Will Know",8,1988,78,77
"Something Just Ain't Right",6,1988,68,79
"Skin Deep",8,1988,67,79
"Ship Of Fools",6,1988,55,84
"Englishman In New York",8,1988,48,84
"I Heard It Through The Grapevine",6,1988,47,84
"I Believe In You",8,1988,40,88
"My Obsession",7,1988,37,88
"The Motion Of Love",6,1988,30,87
"Only A Memory",5,1988,21,92
"Love Changes Everything",8,1988,18,91
"Hey Mambo",7,1988,17,90
"Too Much Ain't Enough Love",8,1988,15,91
"You're Not My Kind Of Girl",6,1988,14,95
"Broken Land",7,1988,13,95
"Fat",8,1988,3,99
"Here And Now",7,1989,1654,6
"Love Song",10,1989,1637,10
"I Like It",7,1989,1583,7
"When I See You Smile",7,1989,1504,1
"If You Don't Know Me By Now",8,1989,1502,1
"She Drives Me Crazy",7,1989,1490,1
"I'll Be Loving You (Forever)",8,1989,1482,1
"Baby Don't Forget My Number",5,1989,1479,1
"We Didn't Start The Fire",5,1989,1435,1
"Another Day In Paradise",7,1989,1426,1
"Right Here Waiting",8,1989,1421,1
"Girl I'm Gonna Miss You",7,1989,1401,1
"Second Chance",8,1989,1395,6
"The Living Years",7,1989,1388,1
"Every Little Step",7,1989,1387,3
"I'll Be There For You",10,1989,1386,1
"Heaven",8,1989,1386,2
"Just Between You And Me",9,1989,1383,6
"The Look",6,1989,1379,1
"Angel Eyes",5,1989,1361,5
"Don't Close Your Eyes",8,1989,1358,11
"Downtown Train",9,1989,1332,3
"So Alive",3,1989,1331,3
"Free Fallin'",7,1989,1312,7
"18 And Life",8,1989,1286,4
"Good Thing",6,1989,1267,1
"Batdance (From ""Batman"")",8,1989,1231,1
"Rock Wit'cha",7,1989,1230,7
"Price Of Love",7,1989,1222,5
"Janie's Got A Gun",5,1989,1220,4
"Living In Sin",10,1989,1203,9
"Shower Me With Your Love",6,1989,1195,5
"Love Song",6,1989,1195,2
"Soldier Of Love",7,1989,1194,2
"Stand",6,1989,1191,6
"Poison",7,1989,1181,7
"Hangin' Tough",6,1989,1181,1
"Angelia",8,1989,1180,4
"What Kind Of Man Would I Be?",7,1989,1170,5
"Satisfied",8,1989,1159,1
"The End Of The Innocence",7,1989,1135,8
"Patience",5,1989,1134,4
"It's No Crime",6,1989,1133,7
"When The Night Comes",7,1989,1130,11
"You Got It",6,1989,1123,9
"Sowing The Seeds Of Love",6,1989,1120,2
"Lay Your Hands On Me",8,1989,1118,7
"Everlasting Love",6,1989,1108,12
"Love In An Elevator",6,1989,1106,5
"Paradise City",10,1989,1102,5
"Crazy About Her",8,1989,1085,11
"Didn't I (Blow Your Mind)",6,1989,1074,8
"Roni",9,1989,1073,3
"Heat Of The Moment",8,1989,1059,19
"Was It Nothing At All",5,1989,1049,24
"Cover Girl",8,1989,1045,2
"You're Not Alone",6,1989,1031,10
"Dr. Feelgood",8,1989,1018,6
"Walk The Dinosaur",6,1989,1010,7
"This One's For The Children",7,1989,992,7
"Tender Lover",7,1989,989,14
"Sacred Emotion",7,1989,985,13
"It's Not Enough",9,1989,985,12
"Peace In Our Time",6,1989,975,11
"Headed For A Heartbreak",10,1989,968,19
"I Won't Back Down",7,1989,951,12
"The Last Worthless Evening",8,1989,934,21
"Cult Of Personality",6,1989,929,13
"Soul Provider",10,1989,921,17
"One",7,1989,918,7
"Your Mama Don't Dance",7,1989,918,10
"Personal Jesus",4,1989,898,28
"I Wanna Be The One",7,1989,889,32
"Healing Hands",7,1989,884,13
"Coming Home",9,1989,882,20
"Send Me An Angel '89",7,1989,878,26
"Rocket",7,1989,860,12
"A Shoulder To Cry On",7,1989,858,29
"The Love In Your Eyes",7,1989,854,24
"Mixed Emotions",7,1989,848,5
"The Angel Song",7,1989,824,30
"Don't Look Back",7,1989,800,11
"Seventeen",10,1989,791,26
"Down Boys",8,1989,772,27
"Rock And A Hard Place",8,1989,763,23
"Kickstart My Heart",8,1989,753,27
"Veronica",7,1989,740,19
"In My Eyes",7,1989,732,37
"Runnin' Down A Dream",4,1989,711,23
"A Girl Like You",5,1989,698,38
"Voices Of Babylon",9,1989,679,25
"Cuddly Toy (Feel For Me)",7,1989,650,25
"Partyman",8,1989,647,18
"One",5,1989,617,35
"The Prisoner",6,1989,613,30
"Feels So Good",10,1989,577,35
"She Won't Talk To Me",8,1989,573,30
"24/7",7,1989,568,42
"Glamour Boys",6,1989,557,31
"My Brave Face",6,1989,556,25
"Little Fighter",7,1989,456,52
"Fire Woman",6,1989,448,46
"Wait For You",9,1989,426,55
"The Last Mile",8,1989,425,36
"Licence To Chill",8,1989,418,32
"Girl I Am Searching For You",6,1989,412,56
"Fascination Street",8,1989,412,46
"Don't Say You Love Me",8,1989,403,58
"We Can Last Forever",9,1989,403,55
"Forget Me Not",8,1989,395,45
"Can You Stand The Rain",5,1989,383,44
"Right Next To Me",5,1989,357,60
"We've Saved The Best For Last",8,1989,327,47
"Driven Out",7,1989,318,55
"Pretending",6,1989,317,55
"Need A Little Taste Of Love",7,1989,313,45
"I'll Be You",8,1989,309,51
"Closer Than Friends",6,1989,307,57
"Don't Take It Personal",7,1989,291,64
"It's Only Love",7,1989,290,57
"Hearts On Fire",7,1989,287,53
"I Want It All",7,1989,280,50
"Radar Love",8,1989,271,59
"Jackie Brown",4,1989,249,48
"Let The Day Begin",6,1989,230,51
"Round & Round",4,1989,225,64
"End Of The Line",7,1989,223,63
"Gypsy Road",8,1989,221,51
"Never 2 Much Of U",8,1989,221,61
"Puss N' Boots/These Boots (Are Made For Walkin')",4,1989,212,58
"Hide Your Heart",8,1989,198,66
"New Thing",7,1989,168,67
"Touch Me Tonight",8,1989,165,67
"I'm Not The Man I Used To Be",7,1989,163,54
"You Better Dance",7,1989,160,59
"Lullaby",4,1989,149,74
"Got It Made",6,1989,147,69
"I Like",9,1989,147,70
"Seeing Is Believing",5,1989,146,62
"Working On It",5,1989,136,73
"On The Line",7,1989,132,67
"Anything Can Happen",6,1989,130,75
"My Paradise",8,1989,126,72
"Dancing In Heaven (Orbital Be-Bop)",7,1989,123,75
"The Mayor Of Simpleton",7,1989,120,72
"I Didn't Mean To Stay All Night",8,1989,112,75
"Way Cool Jr.",8,1989,109,75
"Never Had A Lot To Lose",8,1989,107,75
"When The Radio Is On",6,1989,103,81
"For The Love Of Money",8,1989,102,78
"Repetition",6,1989,102,76
"Lay All Your Love On Me",7,1989,95,83
"Run To Paradise",7,1989,91,80
"Do You Believe In Shame?",6,1989,90,72
"Nothin (That Compares 2 U)",8,1989,89,77
"Walking Through Walls",6,1989,84,81
"And The Night Stood Still",7,1989,75,75
"Too Hot",9,1989,61,84
"Open Letter (To A Landlord)",5,1989,58,82
"You Are My Everything",6,1989,58,84
"Hungry",8,1989,58,85
"All I Want Is You",6,1989,51,83
"Pop Song 89",6,1989,39,86
"Big Talk",9,1989,25,93
"Nightrain",8,1989,24,93
"Ain't Too Proud To Beg",6,1989,23,89
"This One",7,1989,19,94
"500 Miles",5,1989,17,97
"Stop!",8,1989,6,97
"Let's Put The X In Sex",8,1989,6,97
"Youth Gone Wild",9,1989,4,99
"That's When I Think Of You",7,1989,1,100
"Close To You",7,1990,1896,1
"The First Time",8,1990,1741,1
"Sending All My Love",9,1990,1729,5
"Poison",7,1990,1685,3
"Cradle Of Love (From ""Ford Fairlane"")",5,1990,1675,2
"Because I Love You (The Postman Song)",8,1990,1656,1
"One More Try",5,1990,1645,1
"Feels Good",7,1990,1610,9
"(Can't Live Without Your) Love And Affection",8,1990,1598,1
"I Don't Have The Heart",7,1990,1597,1
"Do Me!",6,1990,1591,3
"Rub You The Right Way",5,1990,1587,3
"The Way You Do The Things You Do",5,1990,1575,6
"Round And Round",9,1990,1556,12
"I Wanna Be Rich",6,1990,1539,2
"Sensitivity",6,1990,1505,4
"Blaze Of Glory (From ""Young Guns II"")",8,1990,1479,1
"Something To Believe In",5,1990,1472,4
"Enjoy The Silence",4,1990,1409,8
"Wicked Game",8,1990,1367,6
"She Ain't Worth It",8,1990,1357,1
"Unskinny Bop",8,1990,1353,3
"Ready Or Not",7,1990,1338,7
"Miles Away",9,1990,1329,12
"I'll Give All My Love To You",6,1990,1305,7
"Show Me The Way",8,1990,1293,3
"Something Happened On The Way To Heaven",7,1990,1290,4
"I'll Be Your Everything",8,1990,1285,1
"Do You Remember?",7,1990,1275,4
"Oh Girl",7,1990,1273,8
"Wiggle It",6,1990,1229,15
"How Can We Be Lovers",10,1990,1227,3
"Hard To Handle",8,1990,1218,26
"Make You Sweat",6,1990,1213,14
"Disappear",6,1990,1187,8
"If You Needed Somebody",8,1990,1186,16
"Step By Step",7,1990,1159,1
"I Wish It Would Rain Down",7,1990,1158,3
"I Saw Red",10,1990,1156,10
"Freedom",6,1990,1130,8
"So Close",7,1990,1116,11
"When I'm Back On My Feet Again",10,1990,1116,7
"What It Takes",8,1990,1104,9
"Forever",9,1990,1104,8
"Without You",8,1990,1101,8
"Whip Appeal",7,1990,1099,6
"I Go To Extremes",5,1990,1068,6
"Baby, It's Tonight",7,1990,1066,16
"The Heart Of The Matter",8,1990,1053,21
"Jerk Out",5,1990,1049,9
"Praying For Time",7,1990,1038,1
"My, My, My",7,1990,1026,10
"Cherry Pie",9,1990,1013,10
"For You",9,1990,995,21
"I'll See You In My Dreams",6,1990,986,20
"No Myth",8,1990,984,13
"Children Of The Night",7,1990,974,13
"Fly To the Angels",9,1990,962,19
"Sometimes She Cries",8,1990,956,20
"Policy Of Truth",3,1990,942,15
"House Of Pain",7,1990,939,28
"Thieves In The Temple",7,1990,908,6
"Room At The Top",4,1990,901,17
"Suicide Blonde",7,1990,891,9
"Love And Emotion",8,1990,886,15
"Possession",7,1990,883,21
"Too Late To Say Goodbye",8,1990,882,12
"Can't Stop Falling Into Love",7,1990,861,12
"Across The River",6,1990,839,18
"My Love Is A Fire",7,1990,837,21
"Don't Go Away Mad (Just Go Away)",8,1990,836,19
"The Ballad Of Jayne",8,1990,822,33
"Bad Of The Heart",8,1990,819,25
"Moneytalks",10,1990,807,23
"Tonight",7,1990,803,7
"The Other Side",10,1990,756,22
"Fairweather Friend",8,1990,755,28
"B.B.D. (I Thought It Was Me)?",7,1990,732,26
"Hang In Long Enough",8,1990,732,23
"The Deeper The Love",10,1990,700,28
"Think",6,1990,695,28
"Love Me For Life",6,1990,690,29
"Up All Night",9,1990,685,27
"Always And Forever",7,1990,678,35
"Time For Letting Go",7,1990,676,32
"Candy",5,1990,669,28
"My Kinda Girl",6,1990,650,30
"You're Amazing",6,1990,641,28
"It Never Rains (In Southern California)",7,1990,638,34
"New York Minute",7,1990,624,48
"Time After Time",4,1990,622,40
"The Secret Garden",6,1990,560,31
"I Wanna Get With U",5,1990,544,50
"Can't Get Enuff",8,1990,532,42
"Shelter Me",9,1990,512,36
"Heart Like A Wheel",6,1990,501,32
"Kiss This Thing Goodbye",6,1990,476,35
"And So It Goes",5,1990,472,37
"True Blue Love",8,1990,468,40
"How Bad Do You Want It?",8,1990,432,48
"Spend My Life",7,1990,427,39
"A Little Love",7,1990,408,37
"When I Dream Of You",6,1990,392,42
"Bang Bang",8,1990,391,49
"Blue Sky Mine",7,1990,381,47
"World In My Eyes",6,1990,368,52
"I'd Rather Go Blind",8,1990,366,46
"Got To Get",5,1990,364,48
"The Blues",7,1990,350,46
"Coming Of Age",8,1990,349,60
"Almost Hear You Sigh",7,1990,314,50
"Innocent",6,1990,308,55
"Hurting Kind (I've Got My Eyes On You)",7,1990,304,46
"The Way It Is",10,1990,302,55
"House Full Of Reasons",7,1990,297,69
"Just A Little Bit Longer",5,1990,296,62
"House Of Fire",7,1990,276,56
"A Face In The Crowd",5,1990,275,46
"Cuts You Up",5,1990,268,55
"Living In Oblivion",7,1990,261,65
"L.A. Woman",7,1990,250,52
"The Downeaster ""Alexa""",7,1990,247,57
"This & That",7,1990,247,53
"Let's Try It Again",8,1990,238,53
"Jealous",7,1990,214,68
"Give It To Me Good",8,1990,203,65
"Tick Tock",5,1990,203,65
"Heaven Is A 4 Letter Word",9,1990,186,66
"Violence Of Summer (Love's Taking Over)",7,1990,186,64
"So Hard",4,1990,181,62
"Days Like These",6,1990,179,64
"Jealous Again",8,1990,155,75
"New Power Generation",7,1990,148,64
"Pictures Of You",6,1990,148,71
"Same Ol' Situation (S.O.S.)",8,1990,122,78
"I Don't Love You Anymore",6,1990,112,76
"Won't Talk About It",8,1990,106,76
"That's What I Like",6,1990,97,69
"That's Not Her Style",8,1990,95,77
"Tomorrow (A Better You, Better Me)",9,1990,89,75
"Never Enough",6,1990,85,72
"Love Is The Ritual",7,1990,83,80
"Rise To It",8,1990,79,81
"Try To Find Me",9,1990,75,81
"You're The Voice",8,1990,74,82
"Me-U=Blue",7,1990,62,78
"Holy Water",9,1990,54,89
"House Of Broken Love",7,1990,47,83
"Let Love Rule",8,1990,36,89
"The Obvious Child",5,1990,33,92
"Bad Love",7,1990,32,88
"Only My Heart Talkin'",7,1990,30,89
"You Make Me Feel (Mighty Real)",8,1990,30,87
"Figure Of Eight",8,1990,28,92
"Advice For The Young At Heart",8,1990,27,89
"I'm Not Satisfied",6,1990,24,90
"Falling To Pieces",7,1990,18,92
"What Will I Do",5,1990,18,96
"Blues Before And After",5,1990,11,94
"Now You're Gone",8,1990,6,96
"Take It To Heart",9,1990,5,98
"All 4 Love",8,1991,2313,1
"Tell Me What You Want Me To Do",9,1991,1824,6
"It's So Hard To Say Goodbye To Yesterday",7,1991,1799,2
"Motownphilly",7,1991,1769,3
"(Everything I Do) I Do It For You",8,1991,1738,1
"Do Anything",8,1991,1704,2
"I'm Too Sexy",2,1991,1700,1
"Smells Like Teen Spirit",7,1991,1654,6
"Can't Stop This Thing We Started",9,1991,1650,2
"Diamonds And Pearls",4,1991,1645,3
"I Wanna Sex You Up (From ""New Jack City"")",8,1991,1640,2
"Unbelievable",8,1991,1639,1
"Wind Of Change",8,1991,1619,4
"When A Man Loves A Woman",9,1991,1614,1
"Right Here, Right Now",7,1991,1610,2
"Don't Let The Sun Go Down On Me",7,1991,1592,1
"Love Of A Lifetime",6,1991,1532,5
"I'll Be There",6,1991,1530,8
"Don't Cry",9,1991,1527,10
"Black Or White",8,1991,1521,1
"Hole Hearted",9,1991,1514,4
"I Adore Mi Amor",7,1991,1508,1
"No Son Of Mine",7,1991,1475,12
"Here I Am (Come And Take Me)",5,1991,1450,7
"Losing My Religion",5,1991,1436,4
"Mysterious Ways",7,1991,1428,9
"Enter Sandman",6,1991,1399,16
"I've Been Thinking About You",7,1991,1398,1
"I Can't Wait Another Minute",7,1991,1393,8
"It Ain't Over 'til It's Over",6,1991,1360,2
"The One And Only",8,1991,1340,10
"With You",8,1991,1317,14
"Rhythm Of My Heart",9,1991,1299,5
"Broken Arrow",9,1991,1290,20
"Place In This World",7,1991,1285,6
"Keep Coming Back",7,1991,1285,12
"Everybody Plays The Fool",9,1991,1282,8
"Power Of Love/Love Power",7,1991,1268,4
"Time, Love And Tenderness",7,1991,1247,7
"Don't Want To Be A Fool",7,1991,1243,9
"Crazy",6,1991,1240,7
"I'll Never Let You Go",10,1991,1210,23
"I Wonder Why",6,1991,1207,9
"Walking In Memphis",6,1991,1201,13
"Love Is A Wonderful Thing",9,1991,1174,4
"Keep It Comin'",6,1991,1171,17
"Don't Treat Me Bad",7,1991,1162,19
"Forever My Lady",7,1991,1162,25
"Written All Over Your Face",7,1991,1153,16
"Real Real Real",5,1991,1136,4
"The Motown Song",8,1991,1108,10
"Just The Way It Is, Baby",8,1991,1030,14
"Shiny Happy People",6,1991,1017,10
"Unforgettable",6,1991,1014,14
"More Than Ever",8,1991,991,14
"All This Time",7,1991,972,5
"Never Gonna Let You Down",6,1991,894,17
"I'll Be By Your Side",8,1991,874,12
"Top Of The World",10,1991,866,27
"Couple Days Off",7,1991,849,11
"You Could Be Mine",8,1991,783,29
"She Talks To Angels",9,1991,771,30
"Walk Through Fire",8,1991,746,28
"Gett Off",4,1991,734,21
"Get A Leg Up",5,1991,718,14
"The Unforgiven",6,1991,712,35
"It Hit Me Like A Hammer",7,1991,710,21
"Kiss Them For Me",6,1991,697,23
"Live And Let Die",7,1991,669,33
"Hearts Don't Think (They Feel)",8,1991,662,28
"Send Me An Angel",8,1991,659,44
"Groovy Train",5,1991,644,41
"Let's Chill",5,1991,617,41
"Rush",5,1991,609,32
"There Will Never Be Another Tonight",8,1991,608,31
"Learning To Fly",6,1991,601,28
"Power Windows",7,1991,600,35
"Waiting For That Day",7,1991,528,27
"Straight To Your Heart",8,1991,527,42
"How Much Is Enough",6,1991,499,35
"Life Goes On",7,1991,497,35
"Ride The Wind",7,1991,469,38
"Chasin' The Wind",6,1991,459,39
"Easy Come Easy Go",9,1991,455,41
"All She Wrote",7,1991,427,58
"Call It Poison",6,1991,417,44
"Can You Stop The Rain",8,1991,415,52
"See The Lights",5,1991,402,40
"All True Man",8,1991,386,43
"Bitter Tears",5,1991,370,46
"Whatever You Want",6,1991,369,48
"Come Again",8,1991,353,50
"Don't Hold Back Your Love",8,1991,352,41
"Till Somebody Loves You",7,1991,351,51
"Face The Music",7,1991,351,49
"Mother's Pride",7,1991,349,46
"My Fallen Angel",4,1991,345,54
"There She Goes",6,1991,342,49
"Higher Than Hope",5,1991,338,47
"Heartbreak Station",7,1991,325,44
"Conviction Of The Heart",6,1991,271,65
"Call It Rock N' Roll",4,1991,263,53
"Louder Than Love",6,1991,253,62
"She's Gone (Lady)",10,1991,231,59
"The Fly",7,1991,215,61
"Silver Thunderbird",5,1991,212,63
"No More Tears",6,1991,206,71
"Your Love",6,1991,195,71
"When Will I See You Smile Again?",7,1991,189,63
"Baby's Coming Back",8,1991,175,62
"Superman's Song",3,1991,170,56
"Primal Scream",9,1991,166,63
"Love Crazy",8,1991,150,75
"Chorus",3,1991,146,83
"Ballad Of Youth",8,1991,146,63
"Where The Streets Have No Name",7,1991,125,72
"Fall At Your Feet",5,1991,115,75
"Stand By My Woman",7,1991,112,76
"Insatiable",10,1991,108,77
"One In A Million",8,1991,107,75
"Word Of Mouth",6,1991,98,78
"Who Said I Would",8,1991,97,73
"Try A Little Tenderness",6,1991,92,67
"Uncle Tom's Cabin",10,1991,86,78
"Move Right Out",5,1991,71,81
"True Companion",5,1991,65,80
"Hey Stoopid",6,1991,63,78
"Give It Up",6,1991,61,79
"Wrap My Body Tight",7,1991,47,84
"Blind Faith",7,1991,44,88
"If You're Serious",5,1991,42,88
"Monster",3,1991,41,85
"Just Ask Me To (From ""Boyz N The Hood"")",8,1991,41,88
"I'm Dreamin' (From ""New Jack City"")",9,1991,36,89
"Groovin'",6,1991,33,90
"Gotta Have You (From ""Jungle Fever"")",8,1991,20,92
"How Can You Expect To Be Taken Seriously?",5,1991,11,93
"Forever More",7,1991,11,96
"Close To Me",6,1991,7,97
"Just Another Day",8,1992,2738,5
"I'd Die Without You (From ""Boomerang"")",6,1992,2348,3
"If I Ever Fall In Love",7,1992,2316,2
"Tears In Heaven",6,1992,2143,2
"Under The Bridge",6,1992,2106,2
"Do You Believe In Us",8,1992,2051,13
"Life Is A Highway",7,1992,1971,6
"Come & Talk To Me",7,1992,1943,11
"Good Enough",7,1992,1899,7
"Would I Lie To You?",6,1992,1812,13
"November Rain",7,1992,1726,3
"All I Want",6,1992,1691,15
"Live And Learn",5,1992,1687,4
"In The Still Of The Nite (From ""The Jacksons"")",6,1992,1681,3
"Please Don't Go",7,1992,1675,6
"Masterpiece",7,1992,1673,3
"Breakin' My Heart (Pretty Brown Eyes)",7,1992,1653,6
"Humpin' Around",7,1992,1645,3
"Remember The Time",7,1992,1640,3
"The One",6,1992,1635,9
"Here We Go Again!",6,1992,1585,11
"She's Playing Hard To Get",9,1992,1542,5
"I Can't Dance",8,1992,1473,7
"Love Is On The Way",8,1992,1469,12
"Hazard",6,1992,1453,9
"One",7,1992,1449,10
"To Love Somebody",10,1992,1410,11
"Do I Have To Say The Words?",6,1992,1397,11
"Have You Ever Needed Someone So Bad",7,1992,1395,12
"Hold On My Heart",7,1992,1391,12
"Layla",5,1992,1388,12
"When She Cries",6,1992,1376,11
"The Right Kind Of Love (From ""Beverly Hills, 90210"")",8,1992,1365,14
"Thought I'd Died And Gone To Heaven",8,1992,1346,13
"Faithful",7,1992,1325,14
"When I Look Into Your Eyes",7,1992,1315,8
"Take This Heart",5,1992,1290,20
"Friday I'm In Love",6,1992,1282,18
"Too Funky",7,1992,1278,10
"Missing You Now",9,1992,1224,12
"In The Closet",8,1992,1215,6
"Walk On The Ocean",3,1992,1192,18
"Just Take My Heart",9,1992,1191,16
"Little Miss Can't Be Wrong",5,1992,1179,17
"Slow Motion",6,1992,1175,18
"Thinkin' Back",5,1992,1166,16
"Justified And Ancient",5,1992,1124,11
"Someone To Hold",8,1992,1115,19
"Heal The World",9,1992,1086,27
"Flex",6,1992,1084,13
"Never A Time",7,1992,1082,21
"The Last Song",6,1992,1078,23
"Jesus He Knows Me",7,1992,1053,23
"Where You Goin' Now",8,1992,1042,20
"Let's Get Rocked",7,1992,1028,15
"Do It To Me",7,1992,1019,21
"Restless Heart",8,1992,1009,35
"I Will Be Here For You",7,1992,909,27
"Slow And Sexy",6,1992,853,33
"Keep The Faith",6,1992,840,29
"Until Your Love Comes Back Around",9,1992,835,26
"Drive",4,1992,830,28
"Take Time",7,1992,807,29
"Slow Dance (Hey Mr. DJ)",7,1992,807,43
"Always The Last To Know",7,1992,797,30
"Mama, I'm Coming Home",7,1992,775,28
"Stay",8,1992,774,41
"Jam",8,1992,768,26
"Not Enough Time",4,1992,765,28
"Come As You Are",5,1992,755,32
"Right Now",8,1992,745,47
"Quality Time",8,1992,742,38
"Even Better Than The Real Thing",4,1992,726,32
"Please Don't Go",7,1992,725,49
"If You Go Away",7,1992,723,16
"Who's Gonna Ride Your Wild Horses",7,1992,723,35
"Money Don't Matter 2 Night",6,1992,712,23
"Honey Love",7,1992,704,39
"Steam",7,1992,685,32
"Lift Me Up",7,1992,681,32
"Baby Hold On To Me",8,1992,675,37
"Divine Thing",4,1992,653,35
"Stand Up (Kick Love Into Motion)",6,1992,646,34
"Too Much Passion",6,1992,640,37
"You Think You Know Her",7,1992,625,38
"Paper Doll",6,1992,607,28
"Nothing Else Matters",4,1992,562,34
"Baby I'm For Real/Natural High",8,1992,559,55
"Can't Cry Hard Enough",5,1992,559,42
"Again Tonight",6,1992,552,36
"Boot Scootin' Boogie",6,1992,526,50
"Church Of Your Heart",5,1992,519,36
"How About That",7,1992,516,38
"Don't Be Afraid",8,1992,509,44
"Kickin' It",8,1992,483,45
"Stars",8,1992,474,44
"Make Love Like A Man",7,1992,464,36
